title,refs,facts,url
"Le PE approuve le renforcement des pouvoirs d'Europol, mais pas sans contrôle","[""2020/0349(COD)""]","[""Europol pourra mener des projets de recherche et recevoir des donn\u00e9es d\u2019entreprises priv\u00e9es"", ""L\u2019agence de police europ\u00e9enne cr\u00e9era un nouveau poste d\u2019officier aux droits fondamentaux"", ""Le Contr\u00f4leur europ\u00e9en de la protection des donn\u00e9es surveillera le traitement de donn\u00e9es d\u2019Europol""]",https://www.europarl.europa.eu/news/fr/press-room/20220429IPR28234/le-pe-approuve-le-renforcement-des-pouvoirs-d-europol-mais-pas-sans-controle
Un nouvel outil pour assurer une compétition équitable sur le marché unique,"[""2021/0114(COD)""]","[""Assurer une comp\u00e9tition \u00e9quitable entre les entreprises actives dans l\u2019UE en garantissant l\u2019\u00e9galit\u00e9 des chances"", ""Si les subventions \u00e9trang\u00e8res sont g\u00e9n\u00e9ratrices de distorsions, des mesures de r\u00e9\u00e9quilibrage peuvent \u00eatre appliqu\u00e9es"", ""L\u2019objectif est d\u2019am\u00e9liorer les solutions multilat\u00e9rales face aux financements g\u00e9n\u00e9rateurs de distorsions""]",https://www.europarl.europa.eu/news/fr/press-room/20221107IPR49609/un-nouvel-outil-pour-assurer-une-competition-equitable-sur-le-marche-unique
Plus aucune Polonaise ne devrait mourir en raison de la loi sur l'avortement,"[""2021/2925(RSP)""]","[""Les d\u00e9put\u00e9s condamnent \u00e0 nouveau la d\u00e9cision du Tribunal constitutionnel ill\u00e9gitime polonais qui impose une interdiction quasi-totale de l'avortement"", ""Au cours des dix derniers mois, seules 300 Polonaises ont eu acc\u00e8s aux services d'avortement dans les h\u00f4pitaux au motif que leur vie ou leur sant\u00e9 \u00e9tait menac\u00e9e"", ""Les femmes polonaises devraient \u00eatre soutenues pour avoir acc\u00e8s aux services d'avortement dans les autres \u00c9tats membres"", ""La d\u00e9cision sur l'avortement est un nouvel exemple de la mainmise politique sur le pouvoir judiciaire et de l'effondrement syst\u00e9mique de l'\u00c9tat de droit en Pologne""]",https://www.europarl.europa.eu/news/fr/press-room/20211108IPR16844/plus-aucune-polonaise-ne-devrait-mourir-en-raison-de-la-loi-sur-l-avortement
Feu vert à la suspension des droits de douane sur les exportations ukrainiennes,"[""2022/0138(COD)""]","[""Des mesures qui concernent les produits industriels, les fruits et l\u00e9gumes ainsi que l'acier"", ""Cette suspension est valable un an"", ""L'UE est le principal partenaire commercial de l'Ukraine""]",https://www.europarl.europa.eu/news/fr/press-room/20220517IPR29933/feu-vert-a-la-suspension-des-droits-de-douane-sur-les-exportations-ukrainiennes
Ukraine: protéger les femmes des violences et de l'exploitation sexuelles,"[""2022/2633(RSP)""]","[""Les eurod\u00e9put\u00e9s condamnent fermement l'utilisation des violences sexuelles et sexistes comme arme de guerre"", ""L'acc\u00e8s \u00e0 la sant\u00e9 et aux droits fondamentaux en mati\u00e8re de sexualit\u00e9 et de procr\u00e9ation devrait \u00eatre accord\u00e9 dans tous les \u00c9tats membres d'accueil et de transit"", ""90% des r\u00e9fugi\u00e9s fuyant la guerre en Ukraine sont des femmes et des enfants""]",https://www.europarl.europa.eu/news/fr/press-room/20220429IPR28229/ukraine-proteger-les-femmes-des-violences-et-de-l-exploitation-sexuelles
Le certificat COVID-19 doit faciliter la libre circulation sans discrimination,"[""2021/0068(COD)"", ""2021/0071(COD)""]","[""Des tests universels, accessibles, rapides et gratuits sont n\u00e9cessaires dans toute l\u2019UE"", ""Les certificats COVID-19 ne sont pas des documents de voyage"", ""Les \u00c9tats membres ne devraient pas imposer de quarantaine ou de test aux d\u00e9tenteurs du certificat""]",https://www.europarl.europa.eu/news/fr/press-room/20210422IPR02606/le-certificat-covid-19-doit-faciliter-la-libre-circulation-sans-discrimination
Le Parlement donne son feu vert définitif au certificat Covid numérique de l’UE,"[""2021/0068(COD)"", ""2021/0071(COD)""]","[""Tous les \u00c9tats membres de l\u2019UE accepteront les certificats prouvant la vaccination, le r\u00e9sultat d\u2019un test n\u00e9gatif ou la gu\u00e9rison de l\u2019infection par le COVID-19"", ""Le certificat devrait faciliter la libre circulation et contribuer \u00e0 la lev\u00e9e progressive et coordonn\u00e9e des restrictions"", ""Il devrait entrer en application le 1erjuillet 2021 pour une dur\u00e9e de 12 mois"", ""Des tests abordables et accessibles sont encourag\u00e9s: 100 millions d\u2019euros provenant des fonds europ\u00e9ens seront d\u00e9di\u00e9s \u00e0 l\u2019achat de tests""]",https://www.europarl.europa.eu/news/fr/press-room/20210604IPR05512/le-parlement-donne-son-feu-vert-definitif-au-certificat-covid-numerique-de-l-ue
Le PE approuve formellement l’accord commercial et de coopération UE-Royaume-Uni,"[""2020/0382(NLE)""]","[""Les groupes politiques se f\u00e9licitent vivement de l\u2019accord"", ""Le Parlement a son mot \u00e0 dire sur la mise en \u0153uvre de l\u2019accord"", ""L\u2019accord entrera en vigueur le 1er mai apr\u00e8s sa conclusion par le Conseil""]",https://www.europarl.europa.eu/news/fr/press-room/20210423IPR02772/le-pe-approuve-formellement-l-accord-commercial-et-de-cooperation-ue-royaume-uni
Le Parlement se prononce pour la levée temporaire des brevets sur les vaccins,"[""2021/2692(RSP)""]","[""La lev\u00e9e des brevets permettrait de renforcer l\u2019acc\u00e8s mondial \u00e0 des vaccins abordables"", ""Les licences volontaires, les transferts de savoir-faire et de technologies sont essentiels pour acc\u00e9l\u00e9rer la production mondiale sur le long terme"", ""Les d\u00e9put\u00e9s appellent les \u00c9tats-Unis et le Royaume-Uni \u00e0 mettre un terme \u00e0 l\u2019interdiction des exportations de vaccins et de mati\u00e8res premi\u00e8res"", ""Davantage de soutien au m\u00e9canisme mondial de distribution de vaccins COVAX""]",https://www.europarl.europa.eu/news/fr/press-room/20210604IPR05514/le-parlement-se-prononce-pour-la-levee-temporaire-des-brevets-sur-les-vaccins
Loi climatique: les députés veulent réduire les émissions de 60% d’ici 2030,"[""2020/0036(COD)""]","[""Inclusion d'un budget pour les gaz \u00e0 effet de serre afin que l\u2019UE atteigne l\u2019objectif de Paris"", ""Cr\u00e9ation d'un organe scientifique ind\u00e9pendant pour \u00e9valuer les progr\u00e8s"", ""Suppression progressive de toutes les subventions directes et indirectes aux combustibles fossiles d\u2019ici 2025 au plus tard""]",https://www.europarl.europa.eu/news/fr/press-room/20201002IPR88431/loi-climatique-les-deputes-veulent-reduire-les-emissions-de-60-d-ici-2030
Les députés adoptent le programme de recherche phare Horizon Europe,"[""2018/0224(COD)"", ""2018/0225(CNS)""]","[""Une enveloppe budg\u00e9taire de 95,5 milliards d\u2019euros, dont 5,4 milliards proviennent de l\u2019instrument Next Generation EU"", ""Une attention particuli\u00e8re accord\u00e9e \u00e0 la sant\u00e9, \u00e0 la num\u00e9risation et au soutien aux PME innovantes"", ""Un programme appliqu\u00e9 de mani\u00e8re provisoire depuis le 1er janvier 2021""]",https://www.europarl.europa.eu/news/fr/press-room/20210422IPR02604/les-deputes-adoptent-le-programme-de-recherche-phare-horizon-europe
La réforme de la politique agricole commune approuvée par les députés,"[""2018/0216(COD)"", ""2018/0217(COD)"", ""2018/0218(COD)""]","[""La nouvelle politique renforce la biodiversit\u00e9 et respecte les l\u00e9gislations et les engagements de l\u2019UE en mati\u00e8re d\u2019environnement et de climat"", ""10% des paiements directs iront aux petites et moyennes exploitations"", ""Une r\u00e9serve permanente de crise \u00e0 utiliser en cas d\u2019instabilit\u00e9 des prix ou des march\u00e9s"", ""Des sanctions pour ceux qui enfreignent les r\u00e8gles en mati\u00e8re de droit du travail""]",https://www.europarl.europa.eu/news/fr/press-room/20211118IPR17613/la-reforme-de-la-politique-agricole-commune-approuvee-par-les-deputes
L’UE de la santé: améliorer la prévention des maladies et la coopération,"[""2020/0320(COD)"", ""2020/0322(COD)""]","[""Int\u00e9gration des propositions dans le nouveau cadre de l\u2019UE en mati\u00e8re de s\u00e9curit\u00e9 sanitaire \u00e0 l\u2019\u00e9preuve du temps"", ""Appel \u00e0 une coop\u00e9ration renforc\u00e9e entre les organes de l\u2019UE et leurs homologues nationaux et internationaux et entre r\u00e9gions frontali\u00e8res"", ""N\u00e9cessit\u00e9 d\u2019une transparence accrue lorsque l\u2019UE passe des march\u00e9s publics ou conclut des contrats d\u2019achat""]",https://www.europarl.europa.eu/news/fr/press-room/20210910IPR11907/l-ue-de-la-sante-ameliorer-la-prevention-des-maladies-et-la-cooperation
Le Parlement approuve un prêt de cinq milliards d’euros à l’Ukraine,"[""2022/0281(COD)""]","[""Le Parlement approuve un pr\u00eat de cinq milliards d\u2019euros \u00e0 l\u2019Ukraine"", ""Un soulagement significatif pour les finances de l\u2019Ukraine dans le contexte de l\u2019agression russe"", ""Le principe de conditionnalit\u00e9 s\u2019applique""]",https://www.europarl.europa.eu/news/fr/press-room/20220909IPR40142/le-parlement-approuve-un-pret-de-cinq-milliards-d-euros-a-l-ukraine
Loi climat: accord sur la neutralité climatique d’ici 2050 confirmé,"[""2020/0036(COD)""]","[""Les puits de carbone de l\u2019Union porteront de facto l'objectif de r\u00e9duction des \u00e9missions pour 2030 \u00e0 57%"", ""Le budget des \u00e9missions de gaz \u00e0 effet de serre doit guider l\u2019objectif 2040"", ""Un nouvel organe scientifique europ\u00e9en ind\u00e9pendant sera cr\u00e9\u00e9 pour \u00e9valuer les progr\u00e8s""]",https://www.europarl.europa.eu/news/fr/press-room/20210621IPR06627/loi-climat-accord-sur-la-neutralite-climatique-d-ici-2050-confirme
Future stratégie forestière: gestion de haute qualité des forêts européennes,"[""2019/2157(INI)""]","[""Soutenir une gestion durable des for\u00eats et des propri\u00e9taires responsables"", ""Renforcer la r\u00e9silience face aux catastrophes et les m\u00e9canismes d\u2019alerte pr\u00e9coce pour pr\u00e9venir les feux de for\u00eats"", ""Lutter contre les importations de bois coup\u00e9 ill\u00e9galement""]",https://www.europarl.europa.eu/news/fr/press-room/20201002IPR88442/future-strategie-forestiere-gestion-de-haute-qualite-des-forets-europeennes
Les consommateurs de l’UE pourront bientôt défendre collectivement leurs droits,"[""2018/0089(COD)""]","[""Mieux prot\u00e9ger les consommateurs contre les \u201cpr\u00e9judices de masse\u201d nationaux et transfrontaliers"", ""Des mesures de protection contre les poursuites abusives en appliquant le principe du \u201cperdant payeur\u201d"", ""Des organisations de consommateurs d\u00e9sign\u00e9es pour lancer des actions au nom des consommateurs""]",https://www.europarl.europa.eu/news/fr/press-room/20201120IPR92116/les-consommateurs-de-l-ue-pourront-bientot-defendre-collectivement-leurs-droits
Zéro émission de CO2 pour les véhicules et les camionnettes neuves en 2035,"[""2021/0242(COD)""]","[""Les transports routiers devront contribuer davantage aux objectifs de neutralit\u00e9 climatique de l\u2019UE"", ""Une nouvelle m\u00e9thode mise en place pour \u00e9valuer les \u00e9missions de CO2 tout au long du cycle de vie d\u2019un v\u00e9hicule"", ""Les valeurs limites d\u2019\u00e9mission seront align\u00e9es sur les \u00e9missions r\u00e9elles""]",https://www.europarl.europa.eu/news/fr/press-room/20230210IPR74715/zero-emission-de-co2-pour-les-vehicules-et-les-camionnettes-neuves-en-2035
"Nouvelles règles européennes pour réduire, réutiliser et recycler les emballages","[""2022/0396(COD)""]","[""Des mesures portant sur l\u2019ensemble du cycle de vie des emballages"", ""Moins d\u2019emballages, moins de d\u00e9chets et des restrictions sur certains formats d\u2019emballages"", ""Certains types d\u2019emballages en plastique \u00e0 usage unique seront interdits \u00e0 partir du 1er janvier 2030"", ""Chaque Europ\u00e9en g\u00e9n\u00e8re pr\u00e8s de 190 kg de d\u00e9chets d\u2019emballages par an""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20589/nouvelles-regles-europeennes-pour-reduire-reutiliser-et-recycler-les-emballages
Le PE vote les premières règles de lutte contre la violence envers les femmes,"[""2022/0066(COD)""]","[""Des actions pour pr\u00e9venir les viols et \u00e0 sensibiliser au consentement"", ""Le mariage forc\u00e9 et les mutilations g\u00e9nitales f\u00e9minines consid\u00e9r\u00e9s comme des crimes"", ""Interdiction de la divulgation d\u2019informations priv\u00e9es en ligne sans consentement et du \""cyberflashing\"""", ""Une assistance sp\u00e9cialis\u00e9e aux victimes""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20588/le-pe-vote-les-premieres-regles-de-lutte-contre-la-violence-envers-les-femmes
Les produits issus du travail forcé seront interdits sur le marché européen,"[""2022/0269(COD)""]","[""Tout recours pr\u00e9sum\u00e9 au travail forc\u00e9 devra faire l\u2019objet d\u2019une enqu\u00eate et s\u2019il est av\u00e9r\u00e9, les produits devront \u00eatre retir\u00e9s du march\u00e9"", ""Une attention particuli\u00e8re sera accord\u00e9e aux produits provenant de zones o\u00f9 il y a un risque \u00e9lev\u00e9 de travail forc\u00e9 impos\u00e9 par l\u2019\u00c9tat"", ""Les produits pourront \u00eatre r\u00e9introduits sur le march\u00e9 si le travail forc\u00e9 est \u00e9limin\u00e9 de la cha\u00eene d\u2019approvisionnement""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20551/les-produits-issus-du-travail-force-seront-interdits-sur-le-marche-europeen
Un espace européen des données de santé pour des traitements plus efficaces,"[""2022/0140(COD)""]","[""Les citoyens auront acc\u00e8s, dans toute l\u2019UE, \u00e0 un dossier de sant\u00e9 \u00e9lectronique contenant leurs prescriptions, l\u2019imagerie et les tests de laboratoire"", ""Des donn\u00e9es de sant\u00e9 anonymis\u00e9es seront partag\u00e9es \u00e0 des fins de recherche, par exemple sur les maladies rares"", ""Des garanties solides en mati\u00e8re de respect de la vie priv\u00e9e sur les moyens et l\u2019objectif du partage de donn\u00e9es sensibles""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20573/un-espace-europeen-des-donnees-de-sante-pour-des-traitements-plus-efficaces
"État de droit en Hongrie: le Parlement condamne la ""loi sur la souveraineté""","[""2024/2683(RSP)""]","[""Les d\u00e9put\u00e9s demandent des mesures provisoires pour suspendre la loi et prot\u00e9ger le principe d'\u00e9lections libres et \u00e9quitables"", ""Appel \u00e0 la Commission de r\u00e9voquer sa d\u00e9cision incompr\u00e9hensible de d\u00e9geler les fonds de l'UE"", ""Le gouvernement hongrois \""ne sera pas en mesure de remplir de mani\u00e8re cr\u00e9dible\"" son r\u00f4le \u00e0 la t\u00eate du Conseil""]",https://www.europarl.europa.eu/news/fr/press-room/20240419IPR20579/etat-de-droit-en-hongrie-le-parlement-condamne-la-loi-sur-la-souverainete
La Hongrie ne peut plus être considérée comme une démocratie à part entière,"[""2018/0902R(NLE)""]","[""La situation s\u2019est d\u00e9grad\u00e9e \u00e0 tel point que la Hongrie est devenue une \u201cautocratie \u00e9lectorale\u201d"", ""L\u2019inaction de l\u2019UE a aggrav\u00e9 les choses; les fonds de relance devraient \u00eatre suspendus jusqu\u2019\u00e0 ce que le pays s\u2019aligne sur les recommandations de l\u2019UE et les d\u00e9cisions de justice"", ""Tout retard dans la proc\u00e9dure li\u00e9e \u00e0 l\u2019article 7 \u00e9quivaudrait \u00e0 une violation de l\u2019\u00c9tat de droit par le Conseil""]",https://www.europarl.europa.eu/news/fr/press-room/20220909IPR40137/la-hongrie-ne-peut-plus-etre-consideree-comme-une-democratie-a-part-entiere
MeToo : Les députés demandent plus d'efforts contre le harcèlement sexuel ,"[""2022/2138(INI)""]","[""Les violences sexistes devraient \u00eatre consid\u00e9r\u00e9es comme des crimes au regard de la l\u00e9gislation de l'UE et le harc\u00e8lement sexuel devrait \u00eatre trait\u00e9 comme une infraction p\u00e9nale"", ""Les employeurs doivent fournir un environnement de travail s\u00e9curis\u00e9"", ""Les cas de harc\u00e8lement au Parlement devront \u00eatre trait\u00e9s plus rapidement et de mani\u00e8re plus transparente""]",https://www.europarl.europa.eu/news/fr/press-room/20230524IPR91911/metoo-les-deputes-demandent-plus-d-efforts-contre-le-harcelement-sexuel
Le Parlement approuve un soutien budgétaire clé pour l’Ukraine et l’UE,"[""2023/0201(APP)"", ""2023/0201M(APP)"", ""2023/0200(COD)"", ""2023/0199(COD)""]","[""Un soutien \u00e0 long terme \u00e0 l\u2019Ukraine, un meilleur financement des priorit\u00e9s telles que la migration, les politiques ext\u00e9rieures et la pr\u00e9paration aux crises"", ""Des modifications apport\u00e9es au budget europ\u00e9en pour r\u00e9pondre aux d\u00e9fis actuels et \u00e0 venir"", ""Une plateforme \""Technologies strat\u00e9giques pour l\u2019Europe\"" (STEP) pour rendre l\u2019UE plus comp\u00e9titive et plus r\u00e9siliente dans les secteurs strat\u00e9giques"", ""Un renforcement du contr\u00f4le d\u00e9mocratique de la facilit\u00e9 pour l\u2019Ukraine et une ouverture vers l\u2019utilisation des avoirs russes gel\u00e9s""]",https://www.europarl.europa.eu/news/fr/press-room/20240223IPR18077/le-parlement-approuve-un-soutien-budgetaire-cle-pour-l-ukraine-et-l-ue
"Organisme d’éthique : la proposition de la Commission est ""insatisfaisante""","[""2023/2741(RSP)""]","[""Les plans envisag\u00e9s sont \u00e9loign\u00e9s de la vision initiale  ambitieuse du Parlement"", ""L\u2019organisme d\u2019\u00e9thique devrait \u00eatre en mesure d\u2019enqu\u00eater sur les violations pr\u00e9sum\u00e9es des r\u00e8gles \u00e9thiques"", ""Appel au Parlement pour aller plus loin dans la r\u00e9vision en cours de ses propres r\u00e8gles"", ""Les all\u00e9gations de corruption et d'ing\u00e9rence \u00e9trang\u00e8re montrent que les ONG doivent \u00eatre plus transparentes""]",https://www.europarl.europa.eu/news/fr/press-room/20230707IPR02430/organisme-d-ethique-la-proposition-de-la-commission-est-insatisfaisante
Nouvelles règles électorales : menaces de la Pologne contre les valeurs de l'UE,"[""2023/2747(RSP)""]","[""La r\u00e9forme \u00e9lectorale n'est pas conforme aux normes d\u00e9mocratiques internationales"", ""La nouvelle \""Commission d'\u00c9tat sur l'ing\u00e9rence russe\"" devrait \u00eatre supprim\u00e9e ou suspendue et modifi\u00e9e."", ""D\u2019autres inqui\u00e9tudes concernant l'ind\u00e9pendance de la justice""]",https://www.europarl.europa.eu/news/fr/press-room/20230707IPR02416/nouvelles-regles-electorales-menaces-de-la-pologne-contre-les-valeurs-de-l-ue
Promouvoir des produits plus durables et lutter contre l’écoblanchiment,"[""2022/0092(COD)""]","[""Les mentions environnementales g\u00e9n\u00e9riques et non \u00e9tay\u00e9es seront interdites"", ""Limiter la durabilit\u00e9 des produits d\u00e8s leur conception ne sera plus possible"", ""Un produit doit continuer \u00e0 fonctionner correctement avec des pi\u00e8ces de rechange et des consommables provenant d'un autre fabricant""]",https://www.europarl.europa.eu/news/fr/press-room/20230505IPR85011/promouvoir-des-produits-plus-durables-et-lutter-contre-l-ecoblanchiment
"Le Parlement renforce les règles  d'intégrité, transparence et responsabilité","[""2023/2095(REG)""]","[""Tous les d\u00e9put\u00e9s rendront publiques les r\u00e9unions avec des repr\u00e9sentants de groupes d\u2019int\u00e9r\u00eats et de pays tiers"", ""Des d\u00e9clarations de patrimoine au d\u00e9but et \u00e0 la fin du mandat"", ""Des r\u00e8gles plus strictes en mati\u00e8re de conflits d\u2019int\u00e9r\u00eats, de second revenu, de cadeaux"", ""Les activit\u00e9s des groupes non officiels r\u00e9glement\u00e9es et restreintes""]",https://www.europarl.europa.eu/news/fr/press-room/20230911IPR04919/le-parlement-renforce-les-regles-d-integrite-transparence-et-responsabilite
Allégations de corruption: des réformes ambitieuses et rapides sont nécessaires,"[""2023/2571(RSP)"", ""2023/2555(RSP)""]","[""Les r\u00e9formes d\u00e9j\u00e0 approuv\u00e9es par les dirigeants du Parlement constituent \""une premi\u00e8re \u00e9tape n\u00e9cessaire\"""", ""Des sanctions dissuasives en cas d\u2019infraction au code de conduite des d\u00e9put\u00e9s, y compris financi\u00e8res"", ""Les voyages financ\u00e9s par des pays tiers devront faire l\u2019objet d\u2019un accord pr\u00e9alable"", ""Les n\u00e9gociations sur l\u2019organisme ind\u00e9pendant d\u2019\u00e9thique devront s\u2019achever avant la prochaine coupure estivale""]",https://www.europarl.europa.eu/news/fr/press-room/20230214IPR75103/allegations-de-corruption-des-reformes-ambitieuses-et-rapides-sont-necessaires
Des règles européennes nécessaires contre les poursuites abusives,"[""2021/2036(INI)""]","[""Les poursuites-b\u00e2illons (SLAPP) sapent les valeurs et le syst\u00e8me judiciaire de l'UE"", ""Propositions de renvoi anticip\u00e9 des SLAPP, de sanctions pour les demandeurs, ainsi que de soutien aux victimes"", ""Craintes quant au financement des SLAPP par les budgets publics""]",https://www.europarl.europa.eu/news/fr/press-room/20211108IPR16838/des-regles-europeennes-necessaires-contre-les-poursuites-abusives
